java_file,acoco,CAMC,CAMC-cvc,cc,coco,fout,hsd,hse,hsv,LCOM5,LCOM5-cvc,loc,midx,MMAC,MMAC-cvc,mncoco,mxcoco,NHD,NHD-cvc,nobl,nocl,SCOM,SCOM-cvc
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getToken_6.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/ReadFromTwitterDoFn_getRestrictionCoder_11.java,-,-,-,1,-,0,6,492.268,82.045,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterStream_main_0.java,-,-,-,1,-,0,14.362,21201.717,1476.23,-,-,38,98.133,-,-,-,-,-,-,1,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/ReadFromTwitterDoFn_ReadFromTwitterDoFn_0.java,-,-,-,1,-,0,4.5,233.512,51.891,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/twitter/src/main/java/org/apache/beam/examples/twitterstreamgenerator/TwitterConfig_getSecret_5.java,-,-,-,1,-,0,3.5,122.042,34.869,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/SumPerKeyExample_main_0.java,-,-,-,1,-,0,16.1,13536.115,840.752,-,-,10,100,-,-,-,-,-,-,0,3,-,-
/examples/java/src/main/java/org/apache/beam/examples/KeysExample_main_0.java,-,-,-,1,-,0,15.581,13433.958,862.221,-,-,12,100,-,-,-,-,-,-,0,5,-,-
/examples/java/src/main/java/org/apache/beam/examples/ApproximateQuantilesExample_main_0.java,-,-,-,1,-,0,11.5,6883.293,598.547,-,-,11,100,-,-,-,-,-,-,0,6,-,-
/examples/java/src/main/java/org/apache/beam/examples/MapElementsExample_main_0.java,-,-,-,1,-,0,17.379,14221.248,818.286,-,-,18,100,-,-,-,-,-,-,0,4,-,-
/examples/java/src/main/java/org/apache/beam/examples/CoGroupByKeyExample_main_0.java,-,-,-,1,-,0,20.65,30184.96,1461.741,-,-,19,100,-,-,-,-,-,-,1,3,-,-
/examples/java/src/main/java/org/apache/beam/examples/ToStringExample_main_0.java,-,-,-,1,-,0,18.594,17665.042,950.053,-,-,17,100,-,-,-,-,-,-,0,4,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/CombinePerKeyExamples_main_0.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/JoinExamples_main_1.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/MaxPerKeyExamples_runMaxPerKeyExamples_1.java,-,-,-,1,-,0,9.59,9309.179,970.743,-,-,16,100,-,-,-,-,-,-,3,1,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/DistinctExample_main_0.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/BigQueryTornadoes_applyBigQueryTornadoes_0.java,-,-,-,3,-,0,13.26,21320.599,1607.888,-,-,30,98.335,-,-,-,-,-,-,4,3,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/TriggerExample_tryIntegerParse_4.java,-,-,-,2,-,0,5.333,548.259,102.799,-,-,7,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/DistinctExample_runDistinctExample_1.java,-,-,-,1,-,0,8.421,3477.292,412.928,-,-,7,100,-,-,-,-,-,-,2,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/TriggerExample_main_0.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,5,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/TriggerExample_runTriggerExample_1.java,-,-,-,2,-,0,11.163,13330.645,1194.177,-,-,24,100,-,-,-,-,-,-,6,1,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/TriggerExample_getSchema_3.java,-,-,-,1,-,0,27.042,36063.134,1333.614,-,-,14,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/TriggerExample_getTableReference_2.java,-,-,-,1,-,0,11.111,2218.362,199.653,-,-,7,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/FilterExamples_buildWeatherSchemaProjection_0.java,-,-,-,1,-,0,17.875,10369.221,580.096,-,-,8,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/JoinExamples_runJoinExamples_2.java,-,-,-,1,-,0,10.444,6348.355,607.821,-,-,10,100,-,-,-,-,-,-,0,2,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/BigQueryTornadoes_runBigQueryTornadoes_1.java,-,-,-,1,-,0,8.462,2017.384,238.418,-,-,6,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/CombinePerKeyExamples_runCombinePerKeyExamples_1.java,-,-,-,1,-,0,9.842,9504.817,965.73,-,-,16,100,-,-,-,-,-,-,3,1,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/BigQueryTornadoes_main_2.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/MaxPerKeyExamples_main_0.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/FilterExamples_runFilterExamples_2.java,-,-,-,1,-,0,6.677,4477.63,670.563,-,-,14,100,-,-,-,-,-,-,3,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/cookbook/FilterExamples_main_1.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/MaxExample_main_0.java,-,-,-,1,-,0,10.37,5500.42,530.398,-,-,8,100,-,-,-,-,-,-,0,3,-,-
/examples/java/src/main/java/org/apache/beam/examples/DistinctExample_main_0.java,-,-,-,1,-,0,11.846,6745.749,569.446,-,-,9,100,-,-,-,-,-,-,1,5,-,-
/examples/java/src/main/java/org/apache/beam/examples/MeanPerKeyExample_main_0.java,-,-,-,1,-,0,15.581,13177.259,845.745,-,-,10,100,-,-,-,-,-,-,0,3,-,-
/examples/java/src/main/java/org/apache/beam/examples/FlatMapElementsExample_main_0.java,-,-,-,1,-,0,15.226,11840.233,777.642,-,-,17,100,-,-,-,-,-,-,0,4,-,-
/examples/java/src/main/java/org/apache/beam/examples/RegexExample_main_0.java,-,-,-,1,-,0,13.533,8718.348,644.213,-,-,17,100,-,-,-,-,-,-,1,4,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TrafficMaxLaneFlow_tryIntParse_2.java,-,-,-,2,-,0,5.333,548.259,102.799,-,-,7,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/AutoComplete_main_1.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TrafficMaxLaneFlow_runTrafficMaxLaneFlow_0.java,-,-,-,1,-,0,8.256,8890.265,1076.849,-,-,20,100,-,-,-,-,-,-,4,5,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TrafficRoutes_tryParseStationId_4.java,-,-,-,1,-,0,7.5,571.103,76.147,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/UserScore_main_1.java,-,-,-,1,-,0,11.065,7656.352,691.973,-,-,11,100,-,-,-,-,-,-,2,4,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/HourlyTeamScore_main_1.java,-,-,-,1,-,0,14.732,24914.712,1691.18,-,-,27,96.255,-,-,-,-,-,-,6,16,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/LeaderBoard_main_3.java,-,-,-,1,-,0,15.425,25258.089,1637.528,-,-,39,95.784,-,-,-,-,-,-,4,7,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/GameStats_main_2.java,-,-,-,2,-,0,20.143,81527.931,4047.486,-,-,74,82.675,-,-,-,-,-,-,8,35,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/HourlyTeamScore_configureOutput_0.java,-,-,-,1,-,0,14.354,10618.385,739.742,-,-,12,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/InjectorUtils_getFullyQualifiedTopicName_2.java,-,-,-,1,-,0,9,949.374,105.486,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_randomTeam_1.java,-,-,-,3,-,0,13.241,9301.548,702.495,-,-,19,100,-,-,-,-,-,-,0,2,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/RetryHttpInitializerWrapper_RetryHttpInitializerWrapper_1.java,-,-,-,1,-,0,9,914.212,101.579,-,-,4,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/InjectorUtils_createTopic_3.java,-,-,-,3,-,0,9.167,5172.027,564.221,-,-,11,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_addLiveTeam_2.java,-,-,-,2,-,0,9.804,4688.65,478.222,-,-,11,100,-,-,-,-,-,-,0,2,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_generateEvent_4.java,-,-,-,4,-,0,13.839,11861.584,857.131,-,-,22,100,-,-,-,-,-,-,1,5,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_addTimeInfoToEvent_5.java,-,-,-,1,-,0,15.5,4768.896,307.671,-,-,6,100,-,-,-,-,-,-,0,1,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_publishData_6.java,-,-,-,3,-,0,14.295,15939.126,1114.979,-,-,20,100,-,-,-,-,-,-,2,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_main_8.java,-,-,-,11,-,0,21.598,51315.157,2375.882,-,-,61,87.436,-,-,-,-,-,-,5,10,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_randomElement_0.java,-,-,-,1,-,0,8.25,1191.544,144.43,-,-,4,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/RetryHttpInitializerWrapper_initialize_2.java,-,-,-,3,-,0,11.846,8006.636,675.885,-,-,19,100,-,-,-,-,-,-,0,3,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/Injector_removeTeam_3.java,-,-,-,1,-,0,7.273,1149.989,158.123,-,-,4,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/RetryHttpInitializerWrapper_RetryHttpInitializerWrapper_0.java,-,-,-,1,-,0,5.625,374.67,66.608,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/injector/InjectorUtils_getClient_1.java,-,-,-,1,-,0,5.4,493.433,91.377,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/StatefulTeamScore_configureCompleteWindowedTableWrite_0.java,-,-,-,1,-,0,16.38,13925.691,850.164,-,-,14,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/UserScore_configureOutput_0.java,-,-,-,1,-,0,14.147,7080.643,500.503,-,-,6,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/StatefulTeamScore_main_1.java,-,-,-,1,-,0,13.818,19884.928,1439.041,-,-,28,98.778,-,-,-,-,-,-,3,8,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/utils/WriteToBigQuery_getTable_4.java,-,-,-,1,-,0,11.111,2218.362,199.653,-,-,7,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/utils/WriteToBigQuery_getSchema_2.java,-,-,-,2,-,0,10.174,5312.435,522.162,-,-,10,100,-,-,-,-,-,-,0,0,-,-
